scale,key_name,anchor_p,seed_q0,true_q_for_audit_only,selected_q,failure_mode
1000000000000000,K_square_visible_count,999999999998711,999999999998723,999999999998729,,no_selection
1000000000000000,K_square_visible_count,999999999998627,999999999998641,999999999998711,,no_selection
1000000000000000,K_square_visible_count,999999999998563,999999999998579,999999999998581,,no_selection
1000000000000000,K_square_visible_count,999999999998533,999999999998537,999999999998563,,no_selection
1000000000000000,K_square_visible_count,999999999998437,999999999998459,999999999998533,,no_selection
1000000000000000,K_square_visible_count,999999999998411,999999999998423,999999999998437,,no_selection
1000000000000000,K_square_visible_count,999999999998353,999999999998369,999999999998383,,no_selection
1000000000000000,K_square_visible_count,999999999998267,999999999998269,999999999998353,,no_selection
1000000000000000,K_square_visible_count,999999999998231,999999999998243,999999999998267,,no_selection
1000000000000000,K_square_visible_count,999999999998161,999999999998177,999999999998231,,no_selection
1000000000000000,K_square_visible_count,999999999998141,999999999998143,999999999998161,,no_selection
1000000000000000,K_square_visible_count,999999999998053,999999999998089,999999999998141,,no_selection
1000000000000000,K_square_visible_count,999999999998039,999999999998047,999999999998053,,no_selection
1000000000000000,K_square_visible_count,999999999998003,999999999998011,999999999998039,,no_selection
1000000000000000,K_square_visible_count,999999999997969,999999999997981,999999999997993,,no_selection
1000000000000000,K_square_visible_count,999999999997841,999999999997919,999999999997967,,no_selection
1000000000000000,K_square_visible_count,999999999997771,999999999997781,999999999997811,,no_selection
1000000000000000,K_square_visible_count,999999999997729,999999999997753,999999999997771,,no_selection
1000000000000000,K_square_visible_count,999999999997699,999999999997711,999999999997729,,no_selection
1000000000000000,K_square_visible_count,999999999997613,999999999997667,999999999997697,,no_selection
1000000000000000,K_square_visible_count,999999999997573,999999999997577,999999999997613,,no_selection
1000000000000000,K_square_visible_count,999999999997517,999999999997543,999999999997573,,no_selection
1000000000000000,K_square_visible_count,999999999997337,999999999997367,999999999997463,,no_selection
1000000000000000,K_square_visible_count,999999999997307,999999999997321,999999999997337,,no_selection
1000000000000000,K_square_visible_count,999999999997099,999999999997121,999999999997153,,no_selection
1000000000000000,K_square_visible_count,999999999997043,999999999997049,999999999997087,,no_selection
1000000000000000,K_square_visible_count,999999999997003,999999999997007,999999999997043,,no_selection
1000000000000000,K_square_visible_count,999999999996869,999999999996871,999999999996983,,no_selection
1000000000000000,K_square_visible_count,999999999996493,999999999996533,999999999996583,,no_selection
1000000000000000,K_square_visible_count,999999999996313,999999999996359,999999999996409,,no_selection
1000000000000000,K_square_visible_count,999999999996293,999999999996307,999999999996311,,no_selection
1000000000000000,K_square_visible_count,999999999996181,999999999996199,999999999996253,,no_selection
1000000000000000,K_square_visible_count,999999999996149,999999999996161,999999999996181,,no_selection
1000000000000000,K_square_visible_count,999999999996083,999999999996089,999999999996149,,no_selection
1000000000000000,K_square_visible_count,999999999995879,999999999995897,999999999995911,,no_selection
1000000000000000,K_square_visible_count,999999999995851,999999999995861,999999999995879,,no_selection
1000000000000000,K_square_visible_count,999999999995743,999999999995761,999999999995797,,no_selection
1000000000000000,K_square_visible_count,999999999995629,999999999995651,999999999995669,,no_selection
1000000000000000,K_square_visible_count,999999999995587,999999999995593,999999999995627,,no_selection
1000000000000000,K_square_visible_count,999999999995539,999999999995543,999999999995567,,no_selection
1000000000000000,K_square_visible_count,999999999995471,999999999995509,999999999995539,,no_selection
1000000000000000,K_square_visible_count,999999999995453,999999999995461,999999999995471,,no_selection
1000000000000000,K_square_visible_count,999999999995393,999999999995431,999999999995453,,no_selection
1000000000000000,K_square_visible_count,999999999995371,999999999995389,999999999995393,,no_selection
1000000000000000,K_square_visible_count,999999999995357,999999999995369,999999999995371,,no_selection
1000000000000000,K_square_visible_count,999999999995327,999999999995329,999999999995357,,no_selection
1000000000000000,K_square_visible_count,999999999995273,999999999995281,999999999995327,,no_selection
1000000000000000,K_square_visible_count,999999999995179,999999999995197,999999999995273,,no_selection
1000000000000000,K_square_visible_count,999999999995089,999999999995123,999999999995179,,no_selection
1000000000000000,K_square_visible_count,999999999995021,999999999995047,999999999995069,,no_selection
1000000000000000,K_square_visible_count,999999999994991,999999999995011,999999999995021,,no_selection
1000000000000000,K_square_visible_count,999999999994901,999999999994913,999999999994991,,no_selection
1000000000000000,K_square_visible_count,999999999994829,999999999994841,999999999994873,,no_selection
1000000000000000,K_square_visible_count,999999999994813,999999999994823,999999999994829,,no_selection
1000000000000000,K_square_visible_count,999999999994733,999999999994739,999999999994789,,no_selection
1000000000000000,K_square_visible_count,999999999994687,999999999994711,999999999994727,,no_selection
1000000000000000,K_square_visible_count,999999999994601,999999999994621,999999999994627,,no_selection
1000000000000000,K_square_visible_count,999999999994511,999999999994519,999999999994537,,no_selection
1000000000000000,K_square_visible_count,999999999994477,999999999994507,999999999994511,,no_selection
1000000000000000,K_square_visible_count,999999999994451,999999999994453,999999999994477,,no_selection
1000000000000000,K_square_visible_count,999999999994417,999999999994439,999999999994451,,no_selection
1000000000000000,K_square_visible_count,999999999994379,999999999994381,999999999994417,,no_selection
1000000000000000,K_square_visible_count,999999999994319,999999999994339,999999999994379,,no_selection
1000000000000000,K_square_visible_count,999999999994267,999999999994279,999999999994309,,no_selection
1000000000000000,K_square_visible_count,999999999994213,999999999994241,999999999994243,,no_selection
1000000000000000,K_square_visible_count,999999999994129,999999999994169,999999999994207,,no_selection
1000000000000000,K_square_visible_count,999999999994103,999999999994111,999999999994117,,no_selection
1000000000000000,K_square_visible_count,999999999994063,999999999994067,999999999994103,,no_selection
1000000000000000,K_square_visible_count,999999999993977,999999999993983,999999999994043,,no_selection
1000000000000000,K_square_visible_count,999999999993937,999999999993961,999999999993971,,no_selection
1000000000000000,K_square_visible_count,999999999993791,999999999993809,999999999993881,,no_selection
1000000000000000,K_square_visible_count,999999999993727,999999999993733,999999999993791,,no_selection
1000000000000000,K_square_visible_count,999999999993653,999999999993677,999999999993689,,no_selection
1000000000000000,K_square_visible_count,999999999993629,999999999993637,999999999993649,,no_selection
1000000000000000,K_square_visible_count,999999999993583,999999999993607,999999999993629,,no_selection
1000000000000000,K_square_visible_count,999999999993557,999999999993563,999999999993569,,no_selection
1000000000000000,K_square_visible_count,999999999993497,999999999993539,999999999993557,,no_selection
1000000000000000,K_square_visible_count,999999999993473,999999999993479,999999999993497,,no_selection
1000000000000000,K_square_visible_count,999999999993389,999999999993433,999999999993473,,no_selection
1000000000000000,K_square_visible_count,999999999993331,999999999993349,999999999993377,,no_selection
1000000000000000,K_square_visible_count,999999999993227,999999999993229,999999999993331,,no_selection
1000000000000000,K_square_visible_count,999999999993217,999999999993221,999999999993227,999999999993233,selected_too_late
1000000000000000,K_square_visible_count,999999999993131,999999999993139,999999999993143,999999999993157,selected_too_late
1000000000000000,K_square_visible_count,999999999993109,999999999993121,999999999993131,,no_selection
1000000000000000,K_square_visible_count,999999999993097,999999999993101,999999999993109,,no_selection
1000000000000000,K_square_visible_count,999999999993089,999999999993091,999999999993097,,no_selection
1000000000000000,K_square_visible_count,999999999993067,999999999993073,999999999993089,,no_selection
1000000000000000,K_square_visible_count,999999999992999,999999999993011,999999999993067,999999999993019,selected_too_early
1000000000000000,K_square_visible_count,999999999992921,999999999992951,999999999992999,,no_selection
1000000000000000,K_square_visible_count,999999999992659,999999999992663,999999999992687,,no_selection
1000000000000000,K_square_visible_count,999999999992401,999999999992407,999999999992429,,no_selection
1000000000000000,K_square_visible_count,999999999992339,999999999992351,999999999992353,,no_selection
1000000000000000,K_square_visible_count,999999999992281,999999999992327,999999999992339,,no_selection
1000000000000000,K_square_visible_count,999999999992143,999999999992177,999999999992197,,no_selection
1000000000000000,K_square_visible_count,999999999992057,999999999992113,999999999992143,,no_selection
1000000000000000,K_square_visible_count,999999999991973,999999999992023,999999999992041,,no_selection
1000000000000000,K_square_visible_count,999999999991871,999999999991873,999999999991961,,no_selection
1000000000000000,K_square_visible_count,999999999991823,999999999991831,999999999991847,,no_selection
1000000000000000,K_square_visible_count,999999999991793,999999999991813,999999999991823,,no_selection
1000000000000000,K_square_visible_count,999999999991697,999999999991703,999999999991721,,no_selection
1000000000000000,K_square_visible_count,999999999991621,999999999991673,999999999991679,,no_selection
1000000000000000,K_square_visible_count,999999999991523,999999999991549,999999999991621,,no_selection
1000000000000000,K_square_visible_count,999999999991451,999999999991459,999999999991483,,no_selection
1000000000000000,K_square_visible_count,999999999991411,999999999991429,999999999991441,,no_selection
1000000000000000,K_square_visible_count,999999999991189,999999999991217,999999999991243,,no_selection
1000000000000000,K_square_visible_count,999999999991127,999999999991151,999999999991189,,no_selection
1000000000000000,K_square_visible_count,999999999991099,999999999991103,999999999991127,,no_selection
1000000000000000,K_square_visible_count,999999999991067,999999999991079,999999999991099,,no_selection
1000000000000000,K_square_visible_count,999999999991019,999999999991033,999999999991051,,no_selection
1000000000000000,K_square_visible_count,999999999990977,999999999990989,999999999991019,,no_selection
1000000000000000,K_square_visible_count,999999999990913,999999999990917,999999999990977,,no_selection
1000000000000000,K_square_visible_count,999999999990883,999999999990899,999999999990913,,no_selection
1000000000000000,K_square_visible_count,999999999990869,999999999990877,999999999990883,,no_selection
1000000000000000,K_square_visible_count,999999999990829,999999999990833,999999999990851,,no_selection
1000000000000000,K_square_visible_count,999999999990799,999999999990821,999999999990829,999999999990877,selected_too_late
1000000000000000,K_square_visible_count,999999999990721,999999999990727,999999999990767,,no_selection
1000000000000000,K_square_visible_count,999999999990697,999999999990709,999999999990721,,no_selection
1000000000000000,K_square_visible_count,999999999990671,999999999990679,999999999990697,,no_selection
1000000000000000,K_square_visible_count,999999999990577,999999999990599,999999999990659,,no_selection
1000000000000000,K_square_visible_count,999999999990493,999999999990503,999999999990577,,no_selection
1000000000000000,K_square_visible_count,999999999990461,999999999990463,999999999990493,,no_selection
1000000000000000,K_square_visible_count,999999999990443,999999999990457,999999999990461,,no_selection
1000000000000000000,K_square_visible_count,999999999999999967,999999999999999983,999999999999999989,,no_selection
1000000000000000000,K_square_visible_count,999999999999999877,999999999999999881,999999999999999967,,no_selection
1000000000000000000,K_square_visible_count,999999999999999829,999999999999999833,999999999999999863,,no_selection
1000000000000000000,K_square_visible_count,999999999999999749,999999999999999767,999999999999999829,,no_selection
1000000000000000000,K_square_visible_count,999999999999999709,999999999999999727,999999999999999737,,no_selection
1000000000000000000,K_square_visible_count,999999999999999637,999999999999999641,999999999999999709,,no_selection
1000000000000000000,K_square_visible_count,999999999999999613,999999999999999617,999999999999999631,,no_selection
1000000000000000000,K_square_visible_count,999999999999999569,999999999999999599,999999999999999601,999999999999999683,selected_too_late
1000000000000000000,K_square_visible_count,999999999999999539,999999999999999541,999999999999999569,,no_selection
1000000000000000000,K_square_visible_count,999999999999999487,999999999999999491,999999999999999503,,no_selection
1000000000000000000,K_square_visible_count,999999999999999419,999999999999999431,999999999999999443,,no_selection
1000000000000000000,K_square_visible_count,999999999999999359,999999999999999367,999999999999999371,,no_selection
1000000000000000000,K_square_visible_count,999999999999999331,999999999999999343,999999999999999359,,no_selection
1000000000000000000,K_square_visible_count,999999999999999161,999999999999999181,999999999999999283,,no_selection
1000000000000000000,K_square_visible_count,999999999999999121,999999999999999143,999999999999999157,,no_selection
1000000000000000000,K_square_visible_count,999999999999999079,999999999999999109,999999999999999121,,no_selection
1000000000000000000,K_square_visible_count,999999999999999073,999999999999999077,999999999999999079,,no_selection
1000000000000000000,K_square_visible_count,999999999999999023,999999999999999029,999999999999999073,,no_selection
1000000000000000000,K_square_visible_count,999999999999998989,999999999999998993,999999999999999023,,no_selection
1000000000000000000,K_square_visible_count,999999999999998939,999999999999998947,999999999999998989,,no_selection
1000000000000000000,K_square_visible_count,999999999999998867,999999999999998873,999999999999998927,,no_selection
1000000000000000000,K_square_visible_count,999999999999998759,999999999999998791,999999999999998867,,no_selection
1000000000000000000,K_square_visible_count,999999999999998653,999999999999998677,999999999999998743,,no_selection
1000000000000000000,K_square_visible_count,999999999999998581,999999999999998609,999999999999998651,,no_selection
1000000000000000000,K_square_visible_count,999999999999998539,999999999999998567,999999999999998581,,no_selection
1000000000000000000,K_square_visible_count,999999999999998443,999999999999998447,999999999999998539,,no_selection
1000000000000000000,K_square_visible_count,999999999999998321,999999999999998351,999999999999998443,,no_selection
1000000000000000000,K_square_visible_count,999999999999998273,999999999999998279,999999999999998321,,no_selection
1000000000000000000,K_square_visible_count,999999999999998237,999999999999998267,999999999999998269,,no_selection
1000000000000000000,K_square_visible_count,999999999999998171,999999999999998189,999999999999998227,,no_selection
1000000000000000000,K_square_visible_count,999999999999998143,999999999999998159,999999999999998167,,no_selection
1000000000000000000,K_square_visible_count,999999999999998027,999999999999998029,999999999999998143,,no_selection
1000000000000000000,K_square_visible_count,999999999999997961,999999999999997963,999999999999997993,,no_selection
1000000000000000000,K_square_visible_count,999999999999997901,999999999999997939,999999999999997943,,no_selection
1000000000000000000,K_square_visible_count,999999999999997883,999999999999997897,999999999999997901,,no_selection
1000000000000000000,K_square_visible_count,999999999999997817,999999999999997819,999999999999997831,,no_selection
1000000000000000000,K_square_visible_count,999999999999997751,999999999999997781,999999999999997817,,no_selection
1000000000000000000,K_square_visible_count,999999999999997651,999999999999997663,999999999999997751,,no_selection
1000000000000000000,K_square_visible_count,999999999999997589,999999999999997603,999999999999997651,,no_selection
1000000000000000000,K_square_visible_count,999999999999997499,999999999999997523,999999999999997589,,no_selection
1000000000000000000,K_square_visible_count,999999999999997457,999999999999997463,999999999999997471,,no_selection
1000000000000000000,K_square_visible_count,999999999999997313,999999999999997343,999999999999997427,,no_selection
1000000000000000000,K_square_visible_count,999999999999997207,999999999999997219,999999999999997313,,no_selection
1000000000000000000,K_square_visible_count,999999999999997133,999999999999997169,999999999999997189,,no_selection
1000000000000000000,K_square_visible_count,999999999999997121,999999999999997123,999999999999997133,,no_selection
1000000000000000000,K_square_visible_count,999999999999997057,999999999999997069,999999999999997079,,no_selection
1000000000000000000,K_square_visible_count,999999999999997033,999999999999997049,999999999999997057,,no_selection
1000000000000000000,K_square_visible_count,999999999999996967,999999999999996973,999999999999997013,,no_selection
1000000000000000000,K_square_visible_count,999999999999996917,999999999999996929,999999999999996967,,no_selection
1000000000000000000,K_square_visible_count,999999999999996881,999999999999996887,999999999999996917,,no_selection
1000000000000000000,K_square_visible_count,999999999999996847,999999999999996851,999999999999996871,,no_selection
1000000000000000000,K_square_visible_count,999999999999996839,999999999999996841,999999999999996847,,no_selection
1000000000000000000,K_square_visible_count,999999999999996701,999999999999996739,999999999999996757,,no_selection
1000000000000000000,K_square_visible_count,999999999999996659,999999999999996661,999999999999996673,,no_selection
1000000000000000000,K_square_visible_count,999999999999996553,999999999999996559,999999999999996647,,no_selection
1000000000000000000,K_square_visible_count,999999999999996467,999999999999996473,999999999999996553,,no_selection
1000000000000000000,K_square_visible_count,999999999999996409,999999999999996431,999999999999996461,,no_selection
1000000000000000000,K_square_visible_count,999999999999996361,999999999999996371,999999999999996383,999999999999996377,selected_too_early
1000000000000000000,K_square_visible_count,999999999999996337,999999999999996349,999999999999996353,,no_selection
1000000000000000000,K_square_visible_count,999999999999996263,999999999999996269,999999999999996329,,no_selection
1000000000000000000,K_square_visible_count,999999999999996251,999999999999996257,999999999999996263,,no_selection
1000000000000000000,K_square_visible_count,999999999999996209,999999999999996223,999999999999996251,,no_selection
1000000000000000000,K_square_visible_count,999999999999996119,999999999999996133,999999999999996209,,no_selection
1000000000000000000,K_square_visible_count,999999999999995947,999999999999995957,999999999999995963,,no_selection
1000000000000000000,K_square_visible_count,999999999999995809,999999999999995831,999999999999995833,,no_selection
1000000000000000000,K_square_visible_count,999999999999995737,999999999999995749,999999999999995783,,no_selection
1000000000000000000,K_square_visible_count,999999999999995717,999999999999995719,999999999999995737,999999999999995741,selected_too_late
1000000000000000000,K_square_visible_count,999999999999995671,999999999999995677,999999999999995681,,no_selection
1000000000000000000,K_square_visible_count,999999999999995573,999999999999995609,999999999999995671,999999999999995611,selected_too_early
1000000000000000000,K_square_visible_count,999999999999995563,999999999999995569,999999999999995573,,no_selection
1000000000000000000,K_square_visible_count,999999999999995539,999999999999995543,999999999999995549,,no_selection
1000000000000000000,K_square_visible_count,999999999999995419,999999999999995461,999999999999995513,,no_selection
1000000000000000000,K_square_visible_count,999999999999995341,999999999999995387,999999999999995419,999999999999995407,selected_too_early
1000000000000000000,K_square_visible_count,999999999999995261,999999999999995273,999999999999995333,,no_selection
1000000000000000000,K_square_visible_count,999999999999995231,999999999999995237,999999999999995261,,no_selection
1000000000000000000,K_square_visible_count,999999999999995149,999999999999995177,999999999999995231,,no_selection
1000000000000000000,K_square_visible_count,999999999999995131,999999999999995143,999999999999995149,,no_selection
1000000000000000000,K_square_visible_count,999999999999995083,999999999999995087,999999999999995131,,no_selection
1000000000000000000,K_square_visible_count,999999999999994849,999999999999994853,999999999999994897,,no_selection
1000000000000000000,K_square_visible_count,999999999999994837,999999999999994841,999999999999994843,,no_selection
1000000000000000000,K_square_visible_count,999999999999994727,999999999999994739,999999999999994823,999999999999994741,selected_too_early
1000000000000000000,K_square_visible_count,999999999999994657,999999999999994661,999999999999994727,,no_selection
1000000000000000000,K_square_visible_count,999999999999994573,999999999999994577,999999999999994619,,no_selection
1000000000000000000,K_square_visible_count,999999999999994481,999999999999994507,999999999999994561,,no_selection
1000000000000000000,K_square_visible_count,999999999999994361,999999999999994373,999999999999994481,,no_selection
1000000000000000000,K_square_visible_count,999999999999994339,999999999999994349,999999999999994351,,no_selection
1000000000000000000,K_square_visible_count,999999999999994297,999999999999994313,999999999999994339,,no_selection
1000000000000000000,K_square_visible_count,999999999999994211,999999999999994219,999999999999994237,,no_selection
1000000000000000000,K_square_visible_count,999999999999994193,999999999999994199,999999999999994211,,no_selection
1000000000000000000,K_square_visible_count,999999999999994117,999999999999994163,999999999999994193,,no_selection
1000000000000000000,K_square_visible_count,999999999999994073,999999999999994093,999999999999994111,,no_selection
1000000000000000000,K_square_visible_count,999999999999993989,999999999999993997,999999999999994073,,no_selection
1000000000000000000,K_square_visible_count,999999999999993683,999999999999993719,999999999999993779,,no_selection
1000000000000000000,K_square_visible_count,999999999999993647,999999999999993649,999999999999993679,,no_selection
1000000000000000000,K_square_visible_count,999999999999993571,999999999999993613,999999999999993647,,no_selection
1000000000000000000,K_square_visible_count,999999999999993281,999999999999993283,999999999999993341,,no_selection
1000000000000000000,K_square_visible_count,999999999999993269,999999999999993271,999999999999993281,,no_selection
1000000000000000000,K_square_visible_count,999999999999993173,999999999999993233,999999999999993269,,no_selection
1000000000000000000,K_square_visible_count,999999999999993103,999999999999993119,999999999999993173,,no_selection
1000000000000000000,K_square_visible_count,999999999999993019,999999999999993023,999999999999993077,,no_selection
1000000000000000000,K_square_visible_count,999999999999992939,999999999999992989,999999999999993011,,no_selection
1000000000000000000,K_square_visible_count,999999999999992917,999999999999992921,999999999999992939,,no_selection
1000000000000000000,K_square_visible_count,999999999999992617,999999999999992647,999999999999992681,,no_selection
1000000000000000000,K_square_visible_count,999999999999992603,999999999999992611,999999999999992617,,no_selection
1000000000000000000,K_square_visible_count,999999999999992581,999999999999992587,999999999999992603,,no_selection
1000000000000000000,K_square_visible_count,999999999999992503,999999999999992507,999999999999992543,,no_selection
1000000000000000000,K_square_visible_count,999999999999992473,999999999999992489,999999999999992503,,no_selection
1000000000000000000,K_square_visible_count,999999999999992417,999999999999992419,999999999999992449,,no_selection
1000000000000000000,K_square_visible_count,999999999999992333,999999999999992357,999999999999992417,,no_selection
1000000000000000000,K_square_visible_count,999999999999992219,999999999999992261,999999999999992293,,no_selection
1000000000000000000,K_square_visible_count,999999999999992177,999999999999992203,999999999999992207,,no_selection
1000000000000000000,K_square_visible_count,999999999999992141,999999999999992161,999999999999992177,,no_selection
1000000000000000000,K_square_visible_count,999999999999992099,999999999999992111,999999999999992141,,no_selection
1000000000000000000,K_square_visible_count,999999999999992053,999999999999992077,999999999999992099,,no_selection
1000000000000000000,K_square_visible_count,999999999999991997,999999999999992021,999999999999992053,,no_selection
1000000000000000000,K_square_visible_count,999999999999991847,999999999999991891,999999999999991967,,no_selection
1000000000000000000,K_square_visible_count,999999999999991841,999999999999991843,999999999999991847,,no_selection
1000000000000000000,K_square_visible_count,999999999999991813,999999999999991831,999999999999991841,,no_selection
1000000000000000000,K_square_visible_count,999999999999991769,999999999999991789,999999999999991813,,no_selection
1000000000000000000,K_square_visible_count,999999999999991657,999999999999991699,999999999999991717,,no_selection
1000000000000000000,K_square_visible_count,999999999999991597,999999999999991633,999999999999991657,,no_selection
1000000000000000000,K_square_visible_count,999999999999991511,999999999999991513,999999999999991597,,no_selection
1000000000000000000,K_square_visible_count,999999999999991493,999999999999991499,999999999999991511,,no_selection
1000000000000000000,K_square_visible_count,999999999999991423,999999999999991433,999999999999991493,,no_selection
1000000000000000000,K_square_visible_count,999999999999991271,999999999999991273,999999999999991391,,no_selection
1000000000000000000,K_square_visible_count,999999999999991223,999999999999991241,999999999999991271,,no_selection
1000000000000000000,K_square_visible_count,999999999999991189,999999999999991201,999999999999991223,,no_selection
1000000000000000000,K_square_visible_count,999999999999991099,999999999999991139,999999999999991153,,no_selection
1000000000000000000,K_square_visible_count,999999999999991079,999999999999991091,999999999999991099,,no_selection
1000000000000000000,K_square_visible_count,999999999999991037,999999999999991051,999999999999991079,,no_selection
1000000000000000000,K_square_visible_count,999999999999990961,999999999999990967,999999999999991037,,no_selection
1000000000000000000,K_square_visible_count,999999999999990877,999999999999990881,999999999999990961,,no_selection
1000000000000000000,K_square_visible_count,999999999999990713,999999999999990739,999999999999990833,,no_selection
1000000000000000000,K_square_visible_count,999999999999990593,999999999999990617,999999999999990623,,no_selection
1000000000000000000,K_square_visible_count,999999999999990551,999999999999990553,999999999999990593,,no_selection
1000000000000000000,K_square_visible_count,999999999999990323,999999999999990359,999999999999990401,,no_selection
1000000000000000000,K_square_visible_count,999999999999990203,999999999999990217,999999999999990323,,no_selection
1000000000000000000,K_square_visible_count,999999999999990151,999999999999990163,999999999999990169,,no_selection
1000000000000000000,K_square_visible_count,999999999999990113,999999999999990133,999999999999990151,,no_selection
1000000000000000000,K_square_visible_count,999999999999990071,999999999999990097,999999999999990107,,no_selection
1000000000000000000,K_square_visible_count,999999999999989969,999999999999989983,999999999999989999,,no_selection
1000000000000000000,K_square_visible_count,999999999999989951,999999999999989957,999999999999989969,,no_selection
1000000000000000000,K_square_visible_count,999999999999989893,999999999999989927,999999999999989951,,no_selection
1000000000000000000,K_square_visible_count,999999999999989867,999999999999989881,999999999999989893,,no_selection
1000000000000000000,K_square_visible_count,999999999999989759,999999999999989789,999999999999989801,,no_selection
1000000000000,K_square_delta_bucket,999999999989,1000000000007,1000000000039,,no_selection
1000000000000,K_square_delta_bucket,999999999961,999999999967,999999999989,,no_selection
1000000000000,K_square_delta_bucket,999999999863,999999999871,999999999877,,no_selection
1000000000000,K_square_delta_bucket,999999999767,999999999781,999999999847,,no_selection
1000000000000,K_square_delta_bucket,999999999707,999999999743,999999999767,,no_selection
1000000000000,K_square_delta_bucket,999999999617,999999999641,999999999673,,no_selection
1000000000000,K_square_delta_bucket,999999999577,999999999587,999999999589,,no_selection
1000000000000,K_square_delta_bucket,999999999529,999999999541,999999999571,,no_selection
1000000000000,K_square_delta_bucket,999999999391,999999999419,999999999457,,no_selection
1000000000000,K_square_delta_bucket,999999999331,999999999337,999999999359,,no_selection
1000000000000,K_square_delta_bucket,999999999287,999999999289,999999999293,,no_selection
1000000000000,K_square_delta_bucket,999999999161,999999999209,999999999247,,no_selection
1000000000000,K_square_delta_bucket,999999999143,999999999151,999999999161,,no_selection
1000000000000,K_square_delta_bucket,999999998867,999999998869,999999998939,,no_selection
1000000000000,K_square_delta_bucket,999999998801,999999998813,999999998821,,no_selection
1000000000000,K_square_delta_bucket,999999998611,999999998623,999999998713,,no_selection
1000000000000,K_square_delta_bucket,999999998533,999999998537,999999998567,,no_selection
1000000000000,K_square_delta_bucket,999999998513,999999998521,999999998527,,no_selection
1000000000000,K_square_delta_bucket,999999998461,999999998479,999999998497,,no_selection
1000000000000,K_square_delta_bucket,999999998401,999999998411,999999998429,,no_selection
1000000000000,K_square_delta_bucket,999999998311,999999998381,999999998399,,no_selection
1000000000000,K_square_delta_bucket,999999998237,999999998243,999999998281,,no_selection
1000000000000,K_square_delta_bucket,999999998227,999999998233,999999998237,,no_selection
1000000000000,K_square_delta_bucket,999999998203,999999998209,999999998227,,no_selection
1000000000000,K_square_delta_bucket,999999998183,999999998189,999999998191,,no_selection
1000000000000,K_square_delta_bucket,999999998069,999999998089,999999998141,,no_selection
1000000000000,K_square_delta_bucket,999999998021,999999998027,999999998047,,no_selection
1000000000000,K_square_delta_bucket,999999997939,999999997949,999999998021,,no_selection
1000000000000,K_square_delta_bucket,999999997831,999999997849,999999997907,,no_selection
1000000000000,K_square_delta_bucket,999999997679,999999997699,999999997721,,no_selection
1000000000000,K_square_delta_bucket,999999997589,999999997597,999999997603,,no_selection
1000000000000,K_square_delta_bucket,999999997517,999999997553,999999997589,,no_selection
1000000000000,K_square_delta_bucket,999999997459,999999997463,999999997517,,no_selection
1000000000000,K_square_delta_bucket,999999997433,999999997439,999999997459,,no_selection
1000000000000,K_square_delta_bucket,999999997397,999999997429,999999997433,,no_selection
1000000000000,K_square_delta_bucket,999999997391,999999997393,999999997397,,no_selection
1000000000000,K_square_delta_bucket,999999997343,999999997351,999999997391,,no_selection
1000000000000,K_square_delta_bucket,999999997277,999999997307,999999997327,,no_selection
1000000000000,K_square_delta_bucket,999999997201,999999997223,999999997259,,no_selection
1000000000000,K_square_delta_bucket,999999997163,999999997189,999999997201,,no_selection
1000000000000,K_square_delta_bucket,999999997147,999999997151,999999997163,,no_selection
1000000000000,K_square_delta_bucket,999999997103,999999997121,999999997147,,no_selection
1000000000000,K_square_delta_bucket,999999997013,999999997093,999999997103,,no_selection
1000000000000,K_square_delta_bucket,999999996901,999999996949,999999996977,,no_selection
1000000000000,K_square_delta_bucket,999999996881,999999996887,999999996889,,no_selection
1000000000000,K_square_delta_bucket,999999996823,999999996833,999999996881,,no_selection
1000000000000,K_square_delta_bucket,999999996701,999999996727,999999996739,,no_selection
1000000000000,K_square_delta_bucket,999999996581,999999996599,999999996601,,no_selection
1000000000000,K_square_delta_bucket,999999996473,999999996511,999999996581,,no_selection
1000000000000,K_square_delta_bucket,999999996371,999999996419,999999996449,,no_selection
1000000000000,K_square_delta_bucket,999999996211,999999996217,999999996223,,no_selection
1000000000000,K_square_delta_bucket,999999996137,999999996173,999999996197,,no_selection
1000000000000,K_square_delta_bucket,999999996097,999999996133,999999996137,,no_selection
1000000000000,K_square_delta_bucket,999999995993,999999996011,999999996097,,no_selection
1000000000000,K_square_delta_bucket,999999995899,999999995909,999999995933,,no_selection
1000000000000,K_square_delta_bucket,999999995773,999999995837,999999995857,,no_selection
1000000000000,K_square_delta_bucket,999999995653,999999995681,999999995711,,no_selection
1000000000000,K_square_delta_bucket,999999995581,999999995591,999999995653,,no_selection
1000000000000,K_square_delta_bucket,999999995537,999999995539,999999995573,,no_selection
1000000000000,K_square_delta_bucket,999999995497,999999995521,999999995537,,no_selection
1000000000000,K_square_delta_bucket,999999995429,999999995441,999999995461,,no_selection
1000000000000,K_square_delta_bucket,999999995383,999999995389,999999995413,,no_selection
1000000000000,K_square_delta_bucket,999999995237,999999995257,999999995299,,no_selection
1000000000000,K_square_delta_bucket,999999995207,999999995233,999999995237,,no_selection
1000000000000,K_square_delta_bucket,999999995177,999999995201,999999995207,,no_selection
1000000000000,K_square_delta_bucket,999999995147,999999995149,999999995177,,no_selection
1000000000000,K_square_delta_bucket,999999995131,999999995143,999999995147,,no_selection
1000000000000,K_square_delta_bucket,999999994909,999999994919,999999994937,,no_selection
